"","long","lat","species","continent","year"
"129",-103.010468,42.710843,"Mantis religiosa","NORTH_AMERICA",2023
"130",-107.800691,46.228274,"Mantis religiosa","NORTH_AMERICA",2023
"131",-103.717277,42.565997,"Mantis religiosa","NORTH_AMERICA",2023
"132",-108.634842,45.802003,"Mantis religiosa","NORTH_AMERICA",2020
"133",-103.718773,38.050166,"Mantis religiosa","NORTH_AMERICA",2023
"134",-106.163553,45.576752,"Mantis religiosa","NORTH_AMERICA",2023
"135",-109.22137,45.441876,"Mantis religiosa","NORTH_AMERICA",2023
"136",-103.469541,42.670472,"Mantis religiosa","NORTH_AMERICA",2017
"137",-104.673475,34.938552,"Mantis religiosa","NORTH_AMERICA",2023
"138",-109.951782,45.833862,"Mantis religiosa","NORTH_AMERICA",2022
"139",-102.681434,45.765727,"Mantis religiosa","NORTH_AMERICA",2023
"140",-110.128128,45.657703,"Mantis religiosa","NORTH_AMERICA",2023
"141",-104.742329,40.586905,"Mantis religiosa","NORTH_AMERICA",2023
"142",-96.801567,44.309825,"Mantis religiosa","NORTH_AMERICA",2023
"143",-104.827983,37.606139,"Mantis religiosa","NORTH_AMERICA",2022
"144",-98.069049,43.955762,"Mantis religiosa","NORTH_AMERICA",2023
"145",-99.784453,44.370752,"Mantis religiosa","NORTH_AMERICA",2022
"146",-104.469181,40.374998,"Mantis religiosa","NORTH_AMERICA",2022
"147",-104.831654,41.176472,"Mantis religiosa","NORTH_AMERICA",2019
"148",-97.360017,42.372897,"Mantis religiosa","NORTH_AMERICA",2022
"149",-102.237114,40.073811,"Mantis religiosa","NORTH_AMERICA",2022
"150",-101.082655,39.387987,"Mantis religiosa","NORTH_AMERICA",2022
"151",-102.883358,40.816803,"Mantis religiosa","NORTH_AMERICA",2021
"152",-109.246082,45.18678,"Mantis religiosa","NORTH_AMERICA",2021
"153",-96.70797,45.441842,"Mantis religiosa","NORTH_AMERICA",2022
"154",-103.802169,40.61605,"Mantis religiosa","NORTH_AMERICA",2022
"155",-101.4703,36.684628,"Mantis religiosa","NORTH_AMERICA",2022
"156",-109.468947,47.461422,"Mantis religiosa","NORTH_AMERICA",2022
"157",-104.530363,38.229922,"Mantis religiosa","NORTH_AMERICA",2022
"158",-108.545687,46.451355,"Mantis religiosa","NORTH_AMERICA",2022
"159",-104.077733,40.382661,"Mantis religiosa","NORTH_AMERICA",2022
"160",-109.36406,45.302564,"Mantis religiosa","NORTH_AMERICA",2021
"161",-96.400945,46.658652,"Mantis religiosa","NORTH_AMERICA",2022
"162",-102.277476,40.579885,"Mantis religiosa","NORTH_AMERICA",2022
"163",-104.693184,39.146289,"Mantis religiosa","NORTH_AMERICA",2022
"164",-96.85872,46.837933,"Mantis religiosa","NORTH_AMERICA",2022
"165",-100.942754,38.801691,"Mantis religiosa","NORTH_AMERICA",2022
"166",-104.869934,40.898743,"Mantis religiosa","NORTH_AMERICA",2022
"167",-106.964419,44.764539,"Mantis religiosa","NORTH_AMERICA",2022
"168",-99.54434,42.57695,"Mantis religiosa","NORTH_AMERICA",2021
"169",-100.921623,38.671933,"Mantis religiosa","NORTH_AMERICA",2021
"170",-108.799951,47.024307,"Mantis religiosa","NORTH_AMERICA",2021
"171",-98.073199,41.012484,"Mantis religiosa","NORTH_AMERICA",2021
"172",-100.865678,42.630488,"Mantis religiosa","NORTH_AMERICA",2021
"173",-99.103294,40.94656,"Mantis religiosa","NORTH_AMERICA",2021
"174",-98.489848,40.534941,"Mantis religiosa","NORTH_AMERICA",2021
"175",-101.960215,41.972196,"Mantis religiosa","NORTH_AMERICA",2021
"176",-98.223633,44.414955,"Mantis religiosa","NORTH_AMERICA",2021
"177",-96.1969,43.152784,"Mantis religiosa","NORTH_AMERICA",2021
"178",-104.218017,42.022858,"Mantis religiosa","NORTH_AMERICA",2021
"179",-102.983253,40.163554,"Mantis religiosa","NORTH_AMERICA",2021
"180",-101.03604,39.388313,"Mantis religiosa","NORTH_AMERICA",2021
"181",-103.814381,41.224547,"Mantis religiosa","NORTH_AMERICA",2021
"182",-102.24894,35.536552,"Mantis religiosa","NORTH_AMERICA",2021
"183",-98.189074,42.108241,"Mantis religiosa","NORTH_AMERICA",2021
"184",-106.290572,42.83115,"Mantis religiosa","NORTH_AMERICA",2021
"185",-100.644369,46.638989,"Mantis religiosa","NORTH_AMERICA",2021
"186",-104.27437,39.02071,"Mantis religiosa","NORTH_AMERICA",2021
"187",-103.927385,41.966675,"Mantis religiosa","NORTH_AMERICA",2020
"188",-94.351578,44.735348,"Mantis religiosa","NORTH_AMERICA",2021
"189",-104.723792,40.802112,"Mantis religiosa","NORTH_AMERICA",2021
"190",-104.780743,41.13201,"Mantis religiosa","NORTH_AMERICA",2021
"191",-97.716562,44.169297,"Mantis religiosa","NORTH_AMERICA",2021
"192",-99.575695,42.512554,"Mantis religiosa","NORTH_AMERICA",2021
"193",-103.238989,34.246974,"Mantis religiosa","NORTH_AMERICA",2020
"194",-105.365937,35.261142,"Mantis religiosa","NORTH_AMERICA",2020
"195",-108.975638,45.488247,"Mantis religiosa","NORTH_AMERICA",2020
"196",-103.213673,43.782284,"Mantis religiosa","NORTH_AMERICA",2020
"197",-100.465988,41.932863,"Mantis religiosa","NORTH_AMERICA",2020
"198",-102.048191,40.945023,"Mantis religiosa","NORTH_AMERICA",2020
"199",-100.846881,37.982367,"Mantis religiosa","NORTH_AMERICA",2020
"200",-97.716943,43.165463,"Mantis religiosa","NORTH_AMERICA",2020
"201",-101.711853,39.349255,"Mantis religiosa","NORTH_AMERICA",2020
"202",-104.037688,39.607395,"Mantis religiosa","NORTH_AMERICA",2020
"203",-107.998197,45.994199,"Mantis religiosa","NORTH_AMERICA",2020
"204",-102.069459,41.05115,"Mantis religiosa","NORTH_AMERICA",2020
"205",-100.795959,41.141147,"Mantis religiosa","NORTH_AMERICA",2020
"206",-103.512642,37.770013,"Mantis religiosa","NORTH_AMERICA",2020
"207",-102.018021,37.960392,"Mantis religiosa","NORTH_AMERICA",2019
"208",-103.168045,40.62215,"Mantis religiosa","NORTH_AMERICA",2019
"209",-101.164242,41.103805,"Mantis religiosa","NORTH_AMERICA",2019
"210",-101.902704,39.327755,"Mantis religiosa","NORTH_AMERICA",2019
"211",-101.807397,39.767687,"Mantis religiosa","NORTH_AMERICA",2019
"212",-100.855906,39.127156,"Mantis religiosa","NORTH_AMERICA",2019
"213",-103.774383,40.264317,"Mantis religiosa","NORTH_AMERICA",2014
"214",-102.061066,39.647316,"Mantis religiosa","NORTH_AMERICA",2019
"215",-98.396494,43.098511,"Mantis religiosa","NORTH_AMERICA",2019
"216",-94.03939,39.554014,"Mantis religiosa","NORTH_AMERICA",2019
"217",-96.245003,41.254192,"Mantis religiosa","NORTH_AMERICA",2019
"218",-102.947752,44.10697,"Mantis religiosa","NORTH_AMERICA",2019
"219",-103.263561,41.69134,"Mantis religiosa","NORTH_AMERICA",2019
"220",-101.94186,33.586762,"Mantis religiosa","NORTH_AMERICA",2019
"221",-103.763043,37.453412,"Mantis religiosa","NORTH_AMERICA",2018
"222",-104.74948,37.820278,"Mantis religiosa","NORTH_AMERICA",2018
"223",-97.110212,44.012486,"Mantis religiosa","NORTH_AMERICA",2018
"224",-104.379781,41.657741,"Mantis religiosa","NORTH_AMERICA",2018
"225",-103.508166,38.715816,"Mantis religiosa","NORTH_AMERICA",2017
"226",-100.832295,46.833375,"Mantis religiosa","NORTH_AMERICA",2017
"227",-95.902385,41.126189,"Mantis religiosa","NORTH_AMERICA",2016
"228",-103.537989,41.233855,"Mantis religiosa","NORTH_AMERICA",2016
"229",-102.3108,39.811565,"Mantis religiosa","NORTH_AMERICA",2015
"230",-97.793627,30.841295,"Mantis religiosa","NORTH_AMERICA",1967
